Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
145899,2268.17,1,-2.8019,-0.0346,-4.7539,0.7704,-7.5123,-4.3264,-3.5436,-4.1997,0.6675,-1.2317,2.2065,2.4684,-0.1354,2.171,-3.2879,3.406,4.0763,4.661,-4.4447,1.6703,0.8563,-3.3466,5.9704,2.5166,-7.6755,-5.7335,-3.2094,-2.407
60906,544.67,1,-1.9906,2.0381,5.9226,-6.6878,-4.5306,-1.795,2.1348,-4.5823,0.8411,-5.4048,-3.7685,4.0436,3.1203,3.6952,3.3777,-6.3484,-4.0216,-3.0819,-3.3021,-4.2781,-2.8222,-0.8162,-2.1371,-1.2436,-0.5606,-1.4078,5.2274,-6.8901
151407,390.37,1,-4.4111,-0.984,-2.7671,-3.2021,6.0914,-4.4983,-4.08,0.816,0.8418,-1.8217,0.0336,3.7157,-8.087,6.9743,5.1814,-0.419,3.747,-4.4176,3.0859,5.6894,2.4725,5.0053,1.2435,-1.0761,3.4652,-3.4395,-2.5731,4.6574
129181,1685.21,1,3.4662,-2.1105,0.4197,-3.3374,-5.9636,-3.1766,2.3168,3.0035,3.1743,7.9789,2.3228,6.1599,2.5297,0.2771,6.4954,-4.8999,-4.267,-1.6712,1.6414,1.3515,4.594,-2.0985,5.586,3.029,-1.6667,-1.7558,1.4323,7.202
93996,2231.23,0,-0.1157,-0.2882,0.7355,-0.3497,-0.5185,0.3327,-0.3981,-0.475,-0.7218,-0.2415,-0.0414,0.1215,0.4757,0.2634,-0.0954,-0.0991,0.2551,0.6363,0.0632,-0.2346,-0.4964,-0.7226,0.3331,0.289,0.2887,-0.0643,0.7035,-0.2421
76985,549.48,1,-4.4294,-1.9574,-2.3566,-2.6639,-7.3541,-2.643,1.8281,-2.3418,5.5057,-3.8964,-2.7931,7.0842,3.5547,-3.0446,1.374,4.6466,1.0493,-0.393,-1.6706,-4.1058,1.436,-4.5194,-6.5421,-2.0569,-7.1512,-3.1721,2.6994,-3.6534
154407,2359.44,0,-0.0313,0.1206,0.0423,0.399,0.4618,-0.5253,0.4344,-0.5932,0.2939,0.3099,-0.9557,0.0465,-0.2342,-0.3794,0.6754,-0.3268,-0.4032,0.0378,0.3428,-0.0708,0.5832,0.2655,-1.0891,-0.2647,-0.2809,0.2397,-1.3124,1.2745
33782,1191.35,1,-2.8422,3.0463,-4.7093,3.6701,7.375,0.4193,-5.2107,4.5644,3.4732,5.7394,-4.4776,-1.2202,-2.3295,-4.895,1.7476,-2.9692,1.2831,-0.7488,-1.5426,-3.9764,2.6808,4.8899,-3.1311,0.9634,4.0445,1.3672,0.8892,-0.883
124548,1595.86,1,1.4248,6.8472,-5.3671,-2.5421,-1.6018,-1.8002,-3.8401,3.2784,3.0036,4.5119,4.1355,3.2964,5.3449,4.0628,3.454,2.4581,4.0029,-0.8787,-4.0901,-5.5348,5.4604,-5.5824,0.5235,-4.6493,4.0589,-3.3678,-2.8985,-2.0108
126545,1431.73,1,-2.6978,4.5306,-4.6149,2.702,3.6639,-1.4016,2.6671,3.4238,-2.4227,-2.8504,2.6352,-3.9693,3.6861,3.6169,-4.3326,-3.3554,-6.4598,-3.4618,-6.4044,2.0744,-5.0299,-4.5224,-0.2615,-5.2771,-3.7588,-2.3359,-0.8362,2.6998
163706,136.75,1,-6.0137,2.9915,0.9066,-3.2575,2.1305,3.9249,1.7947,-6.5,4.0132,3.9017,-0.3275,5.0983,-3.7164,0.2452,-0.313,-6.6247,7.2049,-3.5124,-3.8016,2.0488,-2.846,-4.9347,1.772,4.8733,6.0663,5.0076,1.7433,-3.2006
124752,39.58,1,-6.1261,-4.5913,-1.1388,4.3555,4.3246,3.4822,-3.4915,1.4607,-0.1483,4.2759,-4.8675,-1.4316,-4.2298,-2.3342,-3.1196,4.9223,3.5953,0.9438,-2.7285,4.2162,0.0661,-1.2147,-3.8295,0.2025,-3.6553,1.2768,-5.6988,-5.0381
75618,2393.97,1,-3.7708,3.8409,1.2712,2.7181,-0.2109,-3.878,3.0316,2.8265,4.6151,-4.9465,-2.2816,-1.8641,-4.3972,-4.741,0.41,2.3984,3.8158,3.9051,0.1992,3.4135,3.3087,0.4239,-2.6923,4.5329,-1.3793,2.4607,7.2828,-4.5012
86290,2064.94,1,6.78,4.3643,4.0747,4.8488,-2.0791,2.8543,3.2764,4.3834,1.2231,-1.7684,-2.334,-7.6899,-4.4428,2.7044,1.3214,-0.2911,-5.8577,3.4438,-3.6373,-0.8355,1.4421,2.3698,1.0635,-1.3995,-4.8551,5.1386,-2.9986,2.6491
75184,280.28,1,5.7843,3.6525,-1.2074,3.0423,-1.0545,-2.7643,-2.3509,2.7478,5.4658,-2.326,-4.6494,-0.333,0.647,-3.4758,-0.7244,1.818,4.42,6.636,6.8567,3.6991,-2.1051,-3.6158,-4.0352,-3.5965,-4.6856,3.7723,2.8753,2.6447
