Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
153190,1089.26,0,0.7868,-0.2879,0.454,0.2532,0.3121,-0.7126,-0.9041,0.5913,-0.9896,-0.0741,-0.1839,-0.2301,0.1572,-0.3388,0.1979,0.0706,1.0494,-0.6927,0.0146,0.2157,-0.1282,-0.6685,0.6286,0.1685,-0.6334,0.2193,0.8508,-0.0182
78591,1518.36,0,0.5563,-0.0356,0.0428,-0.1392,0.3864,0.3916,0.1675,0.2824,-0.106,0.2711,-0.1689,0.0011,-0.1373,-0.2286,-0.3446,0.2338,0.6553,0.5856,-0.6283,0.6446,-0.1591,0.3004,-0.4531,0.071,0.1569,-0.7423,0.3041,0.673
30951,237.37,0,-0.383,-0.2306,-1.1264,0.168,-0.1364,0.4851,-0.5492,-0.3096,-0.7533,-0.5021,-0.591,0.498,-0.3491,0.0621,-0.1904,-0.6347,-0.0842,0.2996,-0.6039,0.4046,-0.4249,-0.2415,0.2653,-0.3317,0.0188,-0.1573,0.0647,-1.1904
142152,283.21,0,-0.2661,0.3521,0.3985,0.8166,-1.0792,-0.3153,0.6501,-0.7008,0.4028,0.567,-0.0142,-0.7107,-0.0608,0.7293,0.7695,0.1039,-0.4886,0.8692,0.4105,-0.4558,0.1713,0.1484,-0.3184,0.1741,0.5531,-0.1481,0.6041,-0.8777
153572,2231.58,0,0.9796,-0.2289,-0.4563,-0.0031,-0.0383,0.0984,-0.2287,0.0552,0.0648,0.453,0.0465,0.0512,0.2582,0.4338,-0.4918,-0.6262,0.8477,0.352,-0.1097,0.0099,-0.1963,0.1056,-0.4859,0.4201,0.0877,0.1058,-0.447,0.2621
50910,1298.86,0,0.3236,0.0456,0.2662,-0.5721,0.1233,0.6496,-0.4303,-0.4439,0.356,-0.4845,-0.1166,0.7379,-0.4368,0.7722,-0.1679,-0.5606,0.3019,0.0539,0.0066,-0.3844,0.0502,-1.0338,0.1094,0.6486,-0.8827,-0.2034,-0.4373,-0.7555
46355,1221.09,0,0.2568,-0.8833,-0.4325,-0.2587,-0.712,-0.2469,-0.7026,0.0812,-0.6144,0.0151,0.581,0.3912,-0.0409,-0.4944,0.0796,-0.3479,0.1006,-0.8576,0.4036,0.0166,1.1043,0.653,0.2831,-0.062,-0.3648,0.4712,-0.1147,0.5842
49218,2166.14,0,0.1604,-0.4199,0.3371,-0.2503,-0.5608,0.0189,-0.9566,0.7372,0.3985,0.1685,-0.8118,-0.3501,0.0203,-0.1316,-0.8443,-0.6582,-0.1415,-0.6416,0.6857,0.2473,-0.4017,0.5846,0.4839,0.1445,-0.0198,-0.1492,-0.27,-0.6684
72071,342.85,0,-0.54,0.0098,0.7945,-0.0705,-0.0674,-0.848,-0.1435,0.5752,-0.1251,-0.1589,0.5529,-0.1568,0.646,-0.6423,0.3389,0.8232,0.5039,-0.9336,-0.3192,-0.121,0.505,-0.6658,-0.5095,-0.8026,-0.4129,-0.6258,0.799,-0.3237
20360,1664.46,0,0.3143,-0.5718,-0.5716,-0.1241,0.0234,0.699,-1.3899,-0.5166,-0.0971,-0.4984,-0.3991,-0.2496,-0.4729,-0.3862,0.6816,0.3072,0.382,-0.0171,0.5056,0.4239,0.2993,-0.3271,-0.221,0.5291,-0.2584,-0.6443,-0.268,0.7797
117631,1721.77,0,-0.2494,-0.335,-0.5009,-0.2388,0.1865,0.032,-0.2191,0.7478,-1.0053,0.1531,-0.0714,-0.4851,0.1822,-0.1099,0.6235,0.434,0.9531,-0.2417,0.6983,-0.5829,-0.0553,-0.2326,0.3012,0.2891,-0.4503,0.3291,-0.1902,-0.4084
134338,1138.59,0,0.4794,0.5638,-0.9737,0.4892,-0.4053,0.4285,-0.0342,0.0144,-0.0925,0.6061,-0.6198,0.3039,0.5507,0.3582,1.1623,-0.2645,0.4787,-0.053,0.6167,-0.0038,-0.1939,0.653,-0.2458,-0.7064,-0.2584,0.3095,0.696,0.0556
20683,1451.76,0,-0.3487,0.5691,-0.2645,0.3888,-0.7294,0.1176,-0.9923,-0.1336,0.2202,-0.2605,-0.5252,0.4231,-0.0517,-0.2448,0.0209,1.3183,0.5768,0.5813,0.2178,0.0832,-1.198,-0.3395,-0.2403,-0.9374,-0.5787,-0.9904,-0.0192,0.4094
97594,1859.2,0,0.41,-0.4831,-0.667,0.2267,-0.1168,0.5647,0.6627,0.4195,0.4087,-1.7127,0.2223,0.4314,-0.6359,0.0044,-0.5214,0.5138,-0.478,-0.3964,-0.232,1.1247,0.5023,0.8063,-0.9066,-0.6346,0.6693,-0.8801,-0.3358,1.0277
136865,532.21,0,0.0438,1.2537,0.0857,-1.2844,-0.3213,0.3419,-0.5642,0.4156,0.0794,0.4957,-0.2794,-0.3184,0.2825,-0.0038,-0.034,0.7845,0.3021,-0.995,0.3995,0.3495,0.5925,-0.4698,0.1624,0.0558,-0.4788,0.4734,-0.1208,0.5764
