Time,Amount,Class,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
158537,2259.8,0,-0.0541,-0.1388,0.3484,1.3507,0.1888,1.0599,-0.3431,-0.3111,-0.1232,0.2126,-0.3203,-0.8059,0.0115,-0.5715,0.5579,0.3219,-0.3798,0.2279,-0.2741,-0.0261,-0.0208,-0.1678,0.4153,-0.5596,0.2685,0.1523,-0.7023,-0.3972
139257,1499.42,0,-0.116,-0.0899,-0.2417,0.3431,-0.317,-0.18,-0.6301,0.1892,0.471,-0.1805,0.4037,-0.0735,-1.2637,-0.0258,-0.0878,0.0515,0.1266,-0.342,0.7357,-0.0331,-0.0998,0.3723,0.0093,1.2829,-0.105,0.1759,-0.3746,0.4353
121056,1484.0,0,-0.3352,-0.4122,-0.5059,-0.0904,0.1162,-0.2719,0.7824,-0.3211,0.1244,-0.4415,-0.3366,-0.0432,-0.4163,0.0447,0.2201,0.5467,-0.54,0.0839,-0.031,-0.9241,-0.5644,0.2375,-0.6763,-0.0367,-1.0612,-0.0515,-1.0268,-0.3023
158032,2001.66,0,-0.0964,-0.6698,-0.4258,0.4831,0.0164,-0.1914,-0.0582,0.2446,0.2202,-0.0375,0.5465,0.4852,0.2067,0.0273,0.3287,0.1571,0.5304,0.4498,-0.5091,-0.543,-0.3506,0.4881,-0.7882,0.1974,0.1813,0.5813,0.0902,-0.6716
75843,256.45,1,-5.2218,4.4544,2.7538,-6.1207,5.5489,-1.3681,4.9917,7.737,2.1903,4.0814,-2.2504,-1.1211,-7.5148,2.8083,5.0169,5.6005,-0.5838,-1.2958,6.0376,-2.4272,-0.1961,1.7043,7.6449,0.1133,2.4294,4.5519,4.3611,-1.0398
102303,2293.1,0,-0.3523,0.3857,-0.0742,0.233,0.6329,0.3957,-0.5402,-0.2709,0.2296,0.3969,-0.1955,0.0989,0.0958,0.1654,-0.5895,-0.7075,-1.1296,0.0528,-0.6821,1.0684,0.3271,-0.5909,0.5676,0.5687,0.6094,-0.404,0.358,0.6178
94752,1018.01,0,-0.6465,0.6767,0.8395,-1.172,0.4329,0.5343,0.1628,0.2941,0.258,0.4348,-0.5462,0.6002,0.1047,0.0747,0.2833,-0.6354,-0.7767,-0.0605,0.7718,-0.5927,0.0876,-0.3583,-0.4255,0.2504,0.3797,-0.3938,0.6936,0.2113
22937,1901.52,1,-4.8791,-0.6166,4.2361,-2.3069,0.0748,-0.1718,0.3284,-3.9521,-5.2418,-6.4096,5.1051,-6.6859,-2.5055,4.7732,0.0975,1.1515,5.4264,4.0658,-0.5869,3.5381,-4.8003,-3.8269,4.8779,-0.0595,-3.9831,1.7459,-3.1055,-1.693
21913,2376.13,0,-0.0315,0.9141,-0.5496,0.8987,0.1041,-0.0464,-0.161,-0.4031,0.1459,0.261,-1.2126,1.2715,-0.9055,-0.2612,-1.2791,-0.134,-0.2307,-0.2558,0.1522,-0.1219,0.2692,-0.6187,0.0387,-0.3158,-0.1852,0.1352,-0.2522,-0.0526
41786,2406.91,1,-0.8664,-0.4229,3.3138,-1.2102,2.1438,2.816,0.5798,1.4275,-0.7973,0.1581,4.5691,4.5455,-3.3719,-0.8597,-2.1017,1.369,1.9873,3.2576,-3.1125,-1.1718,1.3073,0.8472,-6.5125,-5.0714,-1.282,-0.3421,-0.1857,2.7528
88872,245.75,1,-4.5196,-1.9118,-0.0511,7.9425,0.4773,-0.5695,2.7952,-3.3609,1.7769,-0.1128,-4.786,3.7434,4.0023,1.6714,-2.0084,2.0562,-3.0197,-5.1944,4.2182,2.2749,6.0872,2.5248,0.0791,2.1448,2.2346,-1.3185,1.3999,3.065
16800,728.95,1,3.7646,2.0842,-5.2982,6.7876,-2.6995,-2.877,3.8235,2.4532,4.168,-2.8906,-4.3463,9.263,2.2962,-4.7112,1.6985,2.2908,2.0542,3.7379,-2.5277,6.4729,-2.8192,-4.3945,8.2031,5.6194,0.836,0.9064,2.6884,-3.5759
56235,909.21,1,1.0314,2.119,0.7778,-0.1942,-3.4088,5.1386,4.0529,2.3689,-3.6335,-1.6783,-5.0938,1.6628,2.4254,-0.9418,0.1961,2.168,-0.1815,-2.2553,-5.1285,-3.4401,-0.7035,4.2625,3.349,-1.8942,-1.4077,-0.5907,1.301,2.1278
122673,1794.26,1,3.236,-1.1991,-3.4656,-1.5453,-7.8526,-1.3551,-5.1396,-0.0808,4.624,2.567,-2.1554,3.2736,-3.7183,-7.0891,4.0931,4.5417,-2.3317,-2.0601,3.329,2.5498,-0.4975,-0.2473,0.715,-0.5474,6.2573,-2.6303,1.9384,0.5695
146099,1551.59,1,-0.2491,4.1909,2.656,-2.255,0.6544,-2.1878,-5.4859,2.3772,7.0104,2.5847,-2.4437,-0.2518,-3.0623,-2.3316,-2.0217,1.9073,1.0737,-3.4436,3.2967,-3.6682,1.9351,-1.6839,-6.1767,4.4441,-2.7505,2.6594,-5.355,3.0846
